record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
AW-PROMPT,AW-ROOT,WORKSPACE,aiaw,prompt composition,dynamic prompt variables,module,executable behavior,standalone,src/utils/template-engine.ts,cae31ebc6de13e2a3f93d6547fe8190f64128f47401fdb83fa1db2f675b50a4c,n/a,port,one-to-one,adapted,Dynamic variables were ported with built-in workspace/time values and strict unresolved-variable errors.,workspace prompt rendering,internal/workspace/prompt.go#Manager.RenderPrompt,Prompt expansion is deterministic and caller-supplied variables are explicit.,Unknown placeholders cannot silently ship into agent prompts.,internal/workspace/workspace_test.go#TestRenderPromptRejectsUnknownVariable,agentstack workspace render,additive,User authorized unrestricted convergence; provenance retained.,medium,AW-WORKSPACE,high,verified
AW-ARTIFACT,AW-ROOT,ARTIFACTS,aiaw,artifact management,workspace artifacts and integrity,module,executable behavior,standalone,src/composables/create-artifact.ts,b226028e1f98bc1d5bda628f2f24421ac5cb31badc1090c4a15d90102944fa31,n/a,hardening,one-to-one,hardened,Editable UI artifacts became bounded content-addressed local files with verification and explicit removal.,workspace artifacts,internal/workspace/artifact.go#Manager.AddArtifact;internal/workspace/artifact.go#Manager.VerifyArtifact,"Artifacts are regular files, size bounded, copied atomically, and digest verified.","Symlinks, oversized files, and silent content drift are rejected.",internal/workspace/workspace_test.go#TestWorkspacePromptMemoryAndArtifacts,agentstack artifact,additive,User authorized unrestricted convergence; provenance retained.,high,AW-WORKSPACE,high,verified
AW-LOCAL,AW-ROOT,STATE-SCHEMA,aiaw,local-first persistence,local reactive persistent user data,module,executable behavior,standalone,src/utils/local-data.ts,8b274ac06d1185f3806ef4a1ea12712c89b4de7ba08fe6471104998fb6788547,n/a,hardening,many-to-one,hardened,Local-first persistence became current-user-only atomic versioned stores with explicit schemas and recovery receipts.,versioned local fabric persistence,internal/workspace/transaction.go#Manager.commitCollections;internal/routines/manager.go#Manager.save,"State writes are staged, fsynced, atomically replaced, and schema versioned.",Browser storage and UI caches cannot be authoritative.,internal/workspace/workspace_test.go#TestWorkspaceReadersFenceAndRecoverStaleTransactions,local ASM data root,additive,User authorized unrestricted convergence; provenance retained.,high,AW-WORKSPACE;CS-MIGRATE,high,verified
AW-PLUGINS,AW-ROOT,RESOURCE-HUB,aiaw,extensions,plugin installation and enablement,module,executable behavior,standalone,src/stores/plugins.ts,45f039faa6f40690c530f31d7864bbfda0cc8d2418acffcae669f17ce8abb9f9,n/a,recomposition,many-to-one,recomposed,"Plugins, assistants, prompts, rules, commands, and MCP definitions converge as audited resource kinds.",canonical resource hub,internal/resourcehub/types.go#Kind;internal/resourcehub/audit.go#Manager.Audit,"Extensions are quarantined as data until imported, audited, reviewed, and synced.",Untrusted plugin code cannot execute merely because it is installed in UI state.,internal/resourcehub/resourcehub_test.go#TestImportedExtensionRemainsInertUntilExplicitSync,agentstack hub,additive,User authorized unrestricted convergence; provenance retained.,critical,AW-ROOT;SS-REGISTRY,high,verified
AW-MCP,AW-ROOT,MCP-LINK,aiaw,MCP integration,MCP client and plugin transport,module,executable behavior,standalone,src/utils/mcp-client.ts,d4d626875cc95b98a4089943b9579514171047f2ea37d4ea5724bf8a25786fb1,n/a,recomposition,many-to-many,recomposed,Transport logic remains in ASM managed MCP runtime; AIaW contributes client-facing configurability and workspace association concepts.,MCP client linking and managed runtime,internal/mcp/runtime.go#ManagedChildRuntime;internal/mcplink/manager.go#Manager.Apply,All MCP processes remain bounded and all client links point to one managed router.,Workspace or plugin state cannot spawn unmanaged MCP children.,internal/mcp/runtime_test.go#TestManagedChildRuntimeCloseCancelsOneShotInitialization,agentstack mcp; agentstack mcp clients,additive,User authorized unrestricted convergence; provenance retained.,critical,AW-WORKSPACE;ML-CLIENTS,high,verified
AW-CHAT,AW-ROOT,CHAT,aiaw,conversation product,multi-provider chat conversations and billing,module,product/UX surface,standalone,src/views/DialogView.vue,5c70f2b9e039e9155d32bfa21c3e060efda2943d0ffa29d2a1be79fdc0e9b6d5,n/a,reference capture,custom:out-of-product-scope,reference-only,"ASM is a local control plane, not a chat product; conversation UX remains design evidence only.",n/a,n/a,n/a,n/a,n/a,n/a,n/a,User authorized unrestricted convergence; provenance retained.,low,AW-ROOT,high,reviewed
AW-PLATFORM,AW-ROOT,PLATFORM,aiaw,platform delivery,PWA mobile desktop platform shells,module,deployment pattern,standalone,src-pwa/custom-service-worker.js,9078d25c491fa81de0ba15c07c75719fe5cc9e255fe139d0c94321a80b76558a,n/a,reference capture,custom:future-platform-reference,reference-only,Cross-platform shell patterns are retained as future evidence; current supported distributable remains Windows.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,User authorized unrestricted convergence; provenance retained.,low,AW-ROOT,high,reviewed
LS-SCHEDULE,LS-ROOT,ROUTINES,lifesync,scheduled automation,morning and night schedule triggers,module,executable behavior,standalone,morning_email.py,5a528ffdb81d09ecd65b5497d5b4421c2e962b7f6b3cfb10bbef9b73549acd40,n/a,generalization,one-to-many,adapted,Two hard-coded daily jobs became generic manual/daily/weekday/interval routines.,scheduled routines,internal/routines/schedule.go#NextRun;internal/routines/types.go#Schedule,Schedule evaluation is timezone aware and deterministic.,No background scheduler mutates state without operator confirmation.,internal/routines/routines_test.go#TestWeekdayScheduleSkipsWeekend,agentstack routine,additive,User authorized unrestricted convergence; provenance retained.,high,LS-ROOT,high,verified
LS-PIPELINE,LS-ROOT,ROUTINES,lifesync,scheduled automation,sequential source summarize and deliver pipeline,module,executable behavior,standalone,night_email.py,f2a523cfaaa9691a37d5e9c9cb36154eadab123f6bf78ae31a132dfb0149682d,n/a,recomposition,many-to-one,recomposed,Hard-coded fetch/LLM/email stages became a bounded sequence of typed ASM steps plus direct command adapters.,scheduled routines,internal/routines/types.go#Step;internal/app/fabric.go#Service.Execute,"Steps execute sequentially, stop on failure, carry deadlines, and never invoke a shell string.",A failed or unconfirmed step cannot continue into downstream delivery.,internal/routines/routines_test.go#TestRoutineRunRequiresConfirmationAndStopsOnFailure,agentstack routine run,additive,User authorized unrestricted convergence; provenance retained.,critical,LS-SCHEDULE,high,verified
LS-RECEIPT,LS-ROOT,ROUTINES,lifesync,operational evidence,run result history and recovery,module,operational practice,standalone,test.py,74790a19e09ab29bd3526ace66a74684eb06fdc71a9385fdbb47043396f317f2,n/a,inspiration,idea-to-native,inspired-native,"The need to inspect daily automation outcomes produced durable versioned run receipts, history, bounded retention, and interrupted-write reconciliation.",routine run receipts,internal/routines/manager.go#Manager.ListRuns;internal/routines/manager.go#Manager.reconcileRuns,Every attempted routine has ordered step evidence and the latest receipt repairs stale schedule state.,Interrupted persistence cannot silently cause duplicate due-state execution.,internal/routines/routines_test.go#TestRoutineLoadReconcilesPersistedRunReceipt,agentstack routine history,additive,User authorized unrestricted convergence; provenance retained.,high,LS-PIPELINE,high,verified
LS-WEATHER,LS-ROOT,EXTERNAL-CONNECTOR,lifesync,external integrations,hard-coded weather HTTP fetch,module,external integration,standalone,src/get_wheather.py,cc544b7d2a3a43e81538d40f17e029747e52f5bc3d9918c7b859cc64f1e30552,n/a,substitution,negative-to-guardrail,rejected-with-reason,A fixed remote API and embedded request shape were replaced by an explicit bounded command adapter owned by the operator.,n/a,n/a,n/a,No remote URL or API key is embedded in ASM scheduled routines.,internal/app/service_test.go#TestRoutineCommandUsesSupervisedRunnerLimits,agentstack routine command,additive,User authorized unrestricted convergence; provenance retained.,high,LS-PIPELINE,high,verified
LS-SECRETS,LS-ROOT,SECRET-GUARD,lifesync,credential handling,environment-configured email and provider secrets,module,security constraint,standalone,config.py,813d5a34fc05a5609ae56ba89bb0db5c18f170f8086d32ee20f8bab32511f1c5,n/a,guardrail derivation,negative-to-guardrail,guardrail-derived,Credential needs informed a strict no-secret persistence rule and delegation to provider/OS mechanisms.,credential-minimizing routine adapters,internal/app/fabric.go#Service.Execute,Routine definitions may name commands and non-secret params; secrets remain outside ASM state.,"Provider passwords, tokens, and SMTP credentials cannot be stored in resource, workspace, or routine records.",internal/routines/routines_test.go#TestRoutineRunReceiptsRedactSecrets,external provider login or environment,additive,User authorized unrestricted convergence; provenance retained.,critical,LS-PIPELINE,high,verified
